entity,time,Y,X,W
1,1,6.239229901174687,1.9382939209760273,3.2260643842999888
1,2,3.7714287792112895,-2.545497350571306,2.2868514003547853
1,3,8.543252405870298,2.2683325413079927,1.5329278836417375
1,4,-0.7013073996573465,-2.981079063125591,1.825092973069023
1,5,6.1547111284355935,1.7519702297004138,1.5193452533575258
1,6,6.576341238030693,2.1640981549117635,2.289493416803759
1,7,3.271781068544496,0.8534185705379195,-0.1082360785685581
1,8,7.162853103317741,1.7436513195922538,2.0959448197917987
1,9,10.609973269863277,4.889266146717928,1.8247426166859329
1,10,5.132493554229844,0.6695069870504035,2.900081523386749
1,11,2.735342714034895,-0.2643967363610966,0.5803515855390193
1,12,9.484736284758819,4.553240109961259,0.8507164736174626
1,13,7.456063196554247,1.778426948553472,2.35309804286022
1,14,8.519705256374897,3.2210384990251435,3.30222440748531
1,15,3.5054844571642363,-0.9802085583666948,1.8557618207547086
1,16,2.4261232367637824,-2.2385549499097945,1.7684736910722831
1,17,5.324246809165552,0.14887398747143155,1.2172840115616923
1,18,6.435206421657405,1.1820751613121239,2.0387036585723526
1,19,5.074771221960388,0.6623519030510365,1.0352196488210548
1,20,4.454652526032515,0.6595660955476503,0.6724635740319813
2,1,-2.8918393635597064,-2.950857070665923,2.540751132659071
2,2,0.6130038315485158,0.1867954231535197,1.1287814541641172
2,3,0.581801056418463,-0.5389235950992257,2.667123826718549
2,4,-3.031122684023296,-3.449492520886887,1.9368827300346274
2,5,-0.180897819285728,-0.6131363844460267,2.977533322818563
2,6,0.30387943905478454,-0.34966687283921954,0.9160310070489952
2,7,1.4182755173841894,1.4390165112417268,2.796251308778243
2,8,0.2714792577023166,-0.9572768471290867,2.008266233980176
2,9,1.2013863110200058,1.3065952251354358,0.5211764469018585
2,10,0.5361317691458158,1.138296490149258,1.2803256013706772
2,11,-2.4714353917252936,-1.387952615576007,1.3099786267128368
2,12,2.5464260958068725,0.8571696493337346,2.3929859881139284
2,13,2.155567266799413,1.5590163258889982,1.0455505114331674
2,14,1.9795537758828283,1.483731460157717,0.7666905347175912
2,15,0.741810310234265,0.36828958853872956,1.5957133955037035
2,16,0.492500216111027,-0.3228417176619237,2.9229540505058473
2,17,-1.7301453289811122,-2.2145294382876797,2.1243899760424703
2,18,2.4616725612669708,1.613911901484348,1.7114747401566806
2,19,-2.5144454629278803,-2.362612494531209,2.585521231141418
2,20,-2.03131875488095,-0.4178525094346067,1.0263997058279364
3,1,-2.410076987284838,0.03483153478790468,3.7888031891122793
3,2,-5.3868750968067065,-3.094470482109693,3.661609276982942
3,3,-4.2109086231453094,-1.6086575360223543,1.5269436374631324
3,4,-9.530701298961583,-3.965657063244387,2.0845560154358607
3,5,-5.972800473750432,-2.144476059348871,1.8793256280296156
3,6,-6.653536846710077,-3.0990374050718827,1.4638652850904337
3,7,-5.500311848089135,-2.7817938233216957,2.9031263109057646
3,8,-4.552336333795575,-0.7443220356331702,0.5230727354787879
3,9,-4.316058370284884,-0.6104541274962866,1.6133834321060292
3,10,-6.263028554140851,-2.4621941162769434,2.493800343813557
3,11,-2.8815516179711467,-1.1887082570558856,3.539518109641711
3,12,-4.538537910947618,-2.2891735489354725,3.343083787418152
3,13,-5.882022017324488,-2.1308664068629457,1.294573874917153
3,14,-5.307871423204237,-3.3324552004127193,1.1956552074959301
3,15,-4.730296406468138,-2.380793834885834,1.5609179724693971
3,16,-6.9535460415925,-4.554898880806011,3.409701662223031
3,17,0.20245692146580718,1.5611035811943454,2.382616547172916
3,18,-0.2366649042407799,0.20480431277960132,4.825031072910493
3,19,-0.24122941834417078,2.076397582149305,2.609205547883737
3,20,-2.8196641390205266,0.1002204128790849,3.6621977686372875
4,1,6.118706282097413,1.4088116137223854,1.884373503421417
4,2,0.21294848996029198,-2.333027988452632,1.1558215625972106
4,3,8.87059524560826,2.50713305722714,4.380286332995424
4,4,7.115109577500639,2.9740429288768198,0.6567125038245556
4,5,1.2802042339171236,-0.754640506183408,2.2539983391354204
4,6,6.370309484101952,1.7919526815525044,2.097621091173499
4,7,6.319358307753078,1.1830274567574746,1.3870529133486962
4,8,4.577200411369404,0.8490309974192054,2.338253579398047
4,9,5.91348265479601,1.7793829410503739,1.8275300547425313
4,10,6.026330314256229,1.6550801504978434,1.1092671990778253
4,11,0.6397428844550606,-0.5378398903913677,0.6901551039745184
4,12,4.6406104937310175,2.4090286701755694,2.417877873918496
4,13,1.4150087113338996,-1.2341797520383524,1.193810745723157
4,14,3.6633195324771037,1.6846974335816813,1.4550633105135509
4,15,6.0471265184313125,1.3958350226432443,1.15219652460855
4,16,3.69379865582037,-0.17453220804622505,1.1791698855669623
4,17,8.122190036656752,2.824917611338697,1.8271769905295936
4,18,0.4653330690386414,-1.8864687108661087,0.7315091361703454
4,19,6.080275894952841,1.3561774542560083,1.660856928542033
4,20,5.450562455183208,1.244749699000045,2.5489678078637006
5,1,1.64806725988384,1.5330402686495517,2.5831866886078982
5,2,1.0612680407429176,0.14700801904719285,1.4734575064707203
5,3,-7.6642748359314785,-4.177048384969778,1.2420852387683397
5,4,-0.35597460657709346,-1.540052519513094,3.162274226200334
5,5,-0.6947162006583425,1.580710981758819,2.380083237868295
5,6,-1.9696019708673795,-1.0876780430084807,2.4889268488086227
5,7,-2.6690773985014786,-2.5208537839524094,3.2302749871480803
5,8,-1.9411392423414697,-0.9326298529258336,3.0217541667371233
5,9,1.8515093723167257,1.6598925224466803,2.8583973228711788
5,10,-4.204070012574334,-2.1291442147821065,0.2069670723885466
5,11,-3.5939134578606238,-2.4289402415918473,1.40471159040904
5,12,-3.407260987881269,-1.1986482959236322,0.6212814160887223
5,13,-3.023194365329121,-1.8309845024893927,3.3255894532258146
5,14,-0.6811843341974613,0.24871643840387436,1.6235005685094896
5,15,-3.39809237680425,-1.3855378642397538,1.2139842808003238
5,16,-1.1362952488919618,-0.3295931121495336,2.2880211921948317
5,17,1.0155542189593973,1.5869185059455488,2.6054155367600034
5,18,-3.205512039885955,-2.279456242895936,2.4534077615291685
5,19,-0.7129958577113853,0.6982339176641695,1.9955370253862015
5,20,-0.11413765659577435,0.5006337452997048,3.1758401422915226
6,1,-2.7560811117975152,-1.9698897797228905,1.6441129776972798
6,2,2.5205566761951705,1.9571732134384843,0.47460685960856974
6,3,-2.562272241168488,-1.9529425666455928,1.584427628686217
6,4,-1.783329864924276,-2.2918396667485377,1.545415606748123
6,5,0.6793176195336006,-1.3686608747650273,2.620687334966809
6,6,1.467736367824585,-1.3144468933211466,2.9128933644121724
6,7,-0.39789450182448827,-0.6272674993852229,1.2239200748190315
6,8,0.28072905609521115,-1.7704656261881149,-0.16254688763723424
6,9,3.6137447584889246,0.7452185170573581,3.9544183277015326
6,10,0.8054290796340989,-0.3028658284031573,2.1850761036490325
6,11,1.8307667738922984,0.16800152737224033,-0.07116424920719355
6,12,0.15150060442799707,0.909596033936703,0.353760201073849
6,13,3.658794291543532,2.1775597048636253,2.21707352475581
6,14,-0.5921303595505865,-0.7587505923730689,1.4761279877032512
6,15,-0.8572238161096812,-1.0298490602907306,3.2319344562327608
6,16,2.919116613952509,1.0921539899584216,1.4799548502135922
6,17,3.3048282253394508,1.7742064367228148,1.9178065889766953
6,18,1.2475261126396957,0.011518880868206419,1.3928479047360196
6,19,1.4922788676227796,-0.002325255969830284,1.8556048506999325
6,20,-1.2344701081598908,-0.4225829355995878,2.0552995634751055
7,1,-2.4050723005666317,-2.1385911942452926,3.3344183918711563
7,2,-4.572057712188045,-1.8049862755509758,2.2970364456376147
7,3,-2.40951878704704,-1.3347843829647053,2.081300374537689
7,4,-2.9039495323312146,-0.22093278307269637,2.7422591017220164
7,5,-0.6315495531631821,0.04323399637384173,3.308600667968232
7,6,-6.366763541016255,-2.5877987364350394,0.6661074677657015
7,7,-3.3475682082806766,-1.118475973669313,1.3350100955752233
7,8,-4.614106125035557,-2.28990955489148,2.203051619489158
7,9,-3.4639635956210695,-1.599024286578911,1.9974583821187604
7,10,-3.6506134434108812,-1.0189381613546615,1.3848427342267213
7,11,-3.2153651648859016,0.22547213946196742,0.04207480495593563
7,12,-2.461037691730378,-1.4238753884492887,1.7151540348022385
7,13,-1.0140717926037637,-0.54731239722496,2.3742579309518255
7,14,-2.4458863671227054,-2.8165602337060944,3.439867924834326
7,15,-5.263463410886437,-2.9162385190288935,2.027554843919165
7,16,-3.8298994127943837,-1.6022158387548004,2.006694422926598
7,17,2.3536077821259767,3.7912461444378955,1.2158780035925005
7,18,-5.351525494420253,-2.3933715592809017,2.0015416392493153
7,19,-4.5089228533794214,-0.9838710397963002,1.5018673074889555
7,20,-2.716718751038309,-0.6015534590117304,2.564480606929635
8,1,5.959654761848087,1.4326602026721647,2.4562733452940386
8,2,6.697451662158129,0.4875565049696141,3.4135094387925773
8,3,8.317273772411916,2.217945367787464,2.282390815763206
8,4,3.0937066709779906,0.01791314063897098,2.539774176879403
8,5,5.4343303428911,1.9544229016429497,0.6294319045512402
8,6,5.911943568551411,0.5101440310343696,2.338279915813084
8,7,8.748026170865367,2.878440851384827,2.7394138649190376
8,8,3.0098997329067294,-1.298264989496787,2.1148877925764666
8,9,5.906296315292676,1.2192980680014793,1.9556091481467996
8,10,4.587359476437921,-0.2934448289218843,1.8220959402619916
8,11,9.241789331521032,2.6242334835165737,3.6460297610918215
8,12,5.596965097714219,2.6443322215221103,0.37179243650878147
8,13,0.604426294450177,-2.5555266461773947,3.256371684944016
8,14,4.285367558400487,-0.4799289284803636,2.403223704974009
8,15,8.478717016885938,2.7816938825878443,1.5111664912555045
8,16,6.004460183958572,1.1835381935239473,2.5389412235980875
8,17,9.886753595110982,2.2996117582625186,2.4124261559218727
8,18,6.565652949179836,1.3581198679756112,1.0112598225030536
8,19,6.8198312303901165,1.6245229169438662,3.0595615460193883
8,20,6.537733681762893,2.8673925037018093,2.2083594114944183
9,1,3.1342309015193104,-0.7675180898355716,1.2201859269912796
9,2,4.306831807067303,0.35656308804510095,3.5430778313547453
9,3,2.9407774599680536,-0.5335684802793441,2.6095836807561787
9,4,4.97010919360406,1.4276633460145356,2.393533250601996
9,5,2.011624490913847,-0.9407882582950953,3.0434421124030333
9,6,6.161418207598223,2.404790227501233,2.0325573777659764
9,7,4.026798962259839,0.21780872055805878,2.8687030968052207
9,8,5.565649840276801,1.7872910753966809,2.806984819871492
9,9,2.709005356937812,-0.09125222686808643,1.459903308375454
9,10,8.144825643715654,2.231727446901278,1.8448267348183116
9,11,7.576576925842588,2.801191443405912,1.5433999624653503
9,12,7.054170136635096,2.162447387604119,3.3997082220422357
9,13,0.799935142712092,-0.30362070237955074,0.5257014830195237
9,14,8.358354358167364,3.2095761790952837,2.3564674022919863
