"","Y","X","Z","Z2","Z3","Z_bad"
"1",-1.73151041461849,-0.609953346214457,-0.560475646552213,0.511000395297378,0.624886963685783,-1.30199002450285
"2",1.50059330406759,0.631827712469982,-0.23017748948328,1.80799277841515,-0.313583468009055,0.497408986840303
"3",2.53612766655051,1.5388584190861,1.55870831414912,-1.70261496033122,2.02218901182348,0.132547695169829
"4",0.470644248918241,-0.374291699062416,0.070508391424576,0.287448758850646,-0.213567482450901,0.0114704448329171
"5",-3.42743268906679,-1.80078428208647,0.129287735160946,-0.269114155008503,0.241832775456797,0.509293243116624
"6",5.67811214912335,3.14669023260992,1.71506498688328,-0.379524721361516,2.28105793963777,0.368205833793705
"7",-3.13629732439973,-0.664702180157201,0.460916205989202,-0.694381543701603,1.15115697367572,0.542465436536295
"8",-2.81764810915134,-1.08698350162765,-1.26506123460653,-0.193542723789515,-1.38146294171928,1.52018809379173
"9",1.42554364549292,-0.310237603319951,-0.686852851893526,0.936893991814893,-1.48717451552109,-1.23714161990164
"10",0.206210720745677,0.383486570938371,-0.445661970099958,-0.822071099619348,-0.594846558632926,-1.54123690091051
"11",3.63108613175958,2.23354271880622,1.22408179743946,-0.310246581174978,1.0862697557433,2.47177503811782
"12",5.19851633905542,2.27278441813879,0.359813827057364,0.42116032139351,0.344651040471724,-0.31474508131675
"13",-2.34691622494199,-1.39410467489246,0.400771450594052,0.452656407369059,0.945444460937761,0.159004370266681
"14",-0.100013915935334,-0.425821486263304,0.11068271594512,1.74838156505926,-0.392028164178752,0.420786950753481
"15",-1.36090281639829,-0.541463865621476,-0.555841134754075,-0.300061535539994,-1.37210926229338,-0.0687488840973333
"16",6.94711273667952,2.91222926020993,1.78691313680308,-0.176532717527334,2.17368435940027,4.48421188822644
"17",-3.10547753252864,-0.966434336165315,0.497850478229239,-1.78202377273323,0.483746316859494,-0.180085477975282
"18",-4.98099029763225,-2.46605676482929,-1.96661715662964,1.31201547479091,-1.78848661173349,-2.75250992140909
"19",-0.108195494149513,0.297972421534222,0.701355901563686,0.730840343306823,0.0378593431996658,-0.0891594604632034
"20",-1.00793182433851,-0.844345231177847,-0.472791407727934,0.992333739146852,-0.825060155634934,-0.63098283609932
"21",2.69050690199488,1.28025007029637,-1.06782370598685,-0.999500054025023,-1.17793296912813,2.05112500341482
"22",-1.33645126700462,-1.22307967438738,-0.217974914658295,1.52370789097861,0.828668914944336,-0.261808676857107
"23",4.31637938306387,1.12893925704126,-1.02600444830724,-0.693509176823944,-0.160766973533888,-1.06844260747386
"24",-4.82130710418619,-2.48098131795559,-0.72889122929114,1.50826341076935,-0.710984454761521,-0.100281545458076
"25",-3.27178862821076,-1.36858598800619,-0.625039267849257,-0.0390817340298,-0.0925743068904661,-1.99393460332044
"26",-1.70647487251751,-0.441479072999405,-1.68669331074241,0.577906574128332,-1.97058415974236,0.398539676290873
"27",2.95271486248057,1.60787442235561,0.837787044494525,0.147944852919403,0.649066418693623,0.759708380974803
"28",-2.72136871492632,-1.32588343928297,0.153373117836515,-0.842474252999495,0.108775979474218,-0.3072197605213
"29",0.00710942352116883,-0.992346245599703,-1.13813693701195,-0.160803584533244,-1.84678320308252,-0.524956363106383
"30",-0.587547349377214,0.270781096680277,1.25381492106993,-0.529824792261762,1.25015655013276,0.932573347185595
"31",-3.84733237078934,-1.37705746713223,0.426464221476814,-1.02078296437523,0.542909760020942,0.285998561783803
"32",-0.639694199892992,-0.115863754787607,-0.295071482992271,-0.141966124478565,-0.854511621294387,-0.386405032354921
"33",0.874466802277592,0.14345366938964,0.895125661045022,-0.887172891711821,0.160035607231106,3.05367135830551
"34",0.155436011482861,-0.332837924127273,0.878133487533042,-0.0187894464521728,2.39572582544739,0.116149887083223
