Y,X1,X2,X3
2.0746710114394618,5.609434159508862,10.528831107184558,0.0
-5.948146338160451,2.920031787519009,12.697370451997337,1.0
10.428244893127141,6.5009023916129145,5.583188152498941,0.0
8.216146065141837,6.881129432782428,9.144105512837351,1.0
-7.660635492685298,1.0979296226923272,12.48745988613736,1.0
-2.709939112800819,2.395640986275364,10.196800445027781,1.0
-2.5532537720107187,5.255680806334571,14.40200143623244,0.0
0.5545507964125278,4.367514815312836,5.272229925439245,0.0
6.65497578234598,4.966397684991422,4.9299946961616,1.0
-1.2160886117845695,3.2939121448528397,12.309059549868152,0.0
3.3740342349595798,6.758795949725657,12.597421644798324,0.0
4.862683423112402,6.555583870857896,9.4202499795045,1.0
3.1214636531491284,5.132061395122432,11.201183200137173,1.0
1.322535191888778,7.254482413936065,12.23562093289422,1.0
8.492362904626361,5.935018684504091,7.558410382444761,0.0
-0.925605501794764,3.2814150742335233,7.879454874852103,0.0
1.3288942238239152,5.737501568164998,10.56917853759591,1.0
-4.696892831047956,3.082234798342002,12.71226687968116,0.0
5.637354097468117,6.756900602614545,6.5021292209260455,0.0
1.4398484707407104,4.900148178027494,9.406157104194943,0.0
1.5686911913437345,4.630275272909479,9.267290104886683,1.0
-1.286610516042629,3.6381409111921172,11.253877315128292,0.0
4.051105825360811,7.4450826773480605,9.973904889973497,1.0
2.6797408669607865,4.690941035862395,8.362349248591421,0.0
-4.962395928082632,4.1433443556737855,13.745697342272218,0.0
3.7027667443970014,4.295732899023541,8.38222755513754,1.0
5.738098993318964,6.064618371106698,9.123710910935639,1.0
6.9043526984206025,5.730888128728156,5.225507092241129,1.0
3.6515056965126886,5.825465223191976,7.859122369462314,1.0
2.1761470511119474,5.8616420060157655,11.54822822901715,0.0
5.380203782171709,9.283295201740923,10.96180586906458,0.0
-1.089005362638751,4.187169967230769,11.798550970197287,0.0
-1.6627162385930725,3.975514541856925,11.65294685783701,0.0
-0.1920150045234763,3.3724545435042446,16.26314210888546,1.0
3.1886944216295436,6.2319588451509915,7.75642351765927,1.0
3.4389139489507086,7.257944585441783,5.141728769695635,0.0
2.404323931395549,4.77210508469025,6.848341011785428,0.0
-2.2627682631789434,3.319687046074944,7.889044492505226,1.0
-0.08844872109099966,3.351037568617521,7.077019190149267,0.0
0.6317840538481168,6.301185575649402,10.280982542934563,0.0
-1.0856105847950694,6.486508342406885,13.757964716671065,0.0
-2.6955382882337005,6.08630853661039,14.618977218909745,0.0
0.21903343989664448,3.668980585422611,11.512925505539814,0.0
-3.0396283025795894,5.464322646133439,16.423816646362045,0.0
4.856258369465376,5.233371618281456,8.930880830300742,0.0
6.155074459333655,5.437377193458026,5.102442873992721,0.0
3.4438388168413976,6.7428575558963795,13.159534203664508,0.0
5.979122979647245,5.447191097549364,4.484216824752812,0.0
8.537852004779868,6.35782712614379,7.734990931900587,0.0
1.3964042082174246,5.135158138977783,11.56033669726839,0.0
1.5534315062539383,5.578238797379968,9.692855559853658,1.0
5.590450512224569,6.262576451677081,9.427141711385483,1.0
0.01662541101802501,2.085688360288667,6.457629901539982,0.0
0.16189672130987437,4.360657567285397,9.967592831699989,0.0
-1.627865368152848,4.059254691414409,13.010987466213376,1.0
1.03794292381418,3.722244303513316,10.059903749608056,0.0
