Y,X_running,D_treated
3.0819289993992274,0.6977669459030642,1.0
2.284265257570741,0.01848638248675183,1.0
1.4907489657254074,-0.42565483351415656,0.0
2.4972314840280943,0.0685175262243789,1.0
2.7527431494843313,0.6724855190137169,1.0
1.3482821013744566,-0.6988596425412661,0.0
2.1354482646579176,-0.26563979932591564,0.0
2.226214023872224,0.062275680396723265,1.0
2.5617192531822983,0.10533302257741761,1.0
3.56812158951033,0.9172186721669879,1.0
3.774260179943688,0.9024287530743507,1.0
1.4515270869164336,-0.2159151234717358,0.0
2.847934323907546,0.6135523241752336,1.0
1.5103738908887276,-0.8729730341863486,0.0
2.874088644738331,0.09908534609455022,1.0
1.8063438152252638,-0.6313186315044521,0.0
1.998252585068891,-0.9332322174009244,0.0
3.187231711815823,0.835789834314252,1.0
3.281170445263054,0.931930754296552,1.0
3.3062779937568325,0.9337544926218695,1.0
3.029111944794452,0.7239308914900724,1.0
1.3331292240847612,-0.656963055997589,0.0
1.6909865074225028,-0.7563598101988476,0.0
1.0172073246511626,-0.8611967743646707,0.0
2.349873082794198,-0.016895963824530957,0.0
3.4353040068876775,0.9143065092837046,1.0
3.441335253077386,0.7915807225567837,1.0
2.476668337958514,0.4181218242182163,1.0
2.9938027682218475,0.7219982767063664,1.0
3.239893000879028,0.8696867587587438,1.0
2.896693677108677,0.5685901995745986,1.0
3.2836397968780844,0.8884014328424255,1.0
3.4459185937459798,0.890426515659414,1.0
1.6799050365777894,-0.2016440094347598,0.0
1.7182121787065388,-0.9137362368221416,0.0
1.9005698163642477,-0.5272807115824123,0.0
4.013535883189278,0.9170725632457166,1.0
1.7464882445649854,-0.4943176194353147,0.0
1.5684492348755443,-0.6018957701432675,0.0
2.790028366295768,0.2903890253653989,1.0
1.6724368232427016,-0.8242740866597336,0.0
3.0625481484475183,0.7546846328884087,1.0
1.984837736171984,-0.3956046268663804,0.0
3.4651464758642585,0.7341025788135271,1.0
1.4659881228723215,-0.04045888725410318,0.0
2.547848345345601,-0.026275875443071417,0.0
2.647649643964369,0.07002794094040388,1.0
1.6469236093836122,-0.10836026916878172,0.0
1.2142409776664107,-0.9885211795076922,0.0
3.2256569430408013,0.6570470463939158,1.0
2.544656713555539,0.3215414508333052,1.0
1.391028340892762,-0.5237412276864892,0.0
1.8165879457775005,-0.08360016138864235,0.0
3.2523290133003537,0.610500445352115,1.0
3.4580538081021013,0.9703844643767876,1.0
1.564589633078499,-0.256306501105932,0.0
3.2195336859464634,0.28528088039795296,1.0
3.0366719768380133,0.4179985294219397,1.0
1.3005522920576804,-0.7856923621760881,0.0
1.7755278716271123,-0.4341628829420545,0.0
3.4281437836179105,0.8408791215399447,1.0
1.9159672141086048,-0.1096089565343048,0.0
1.703098743793278,-0.4729578001970931,0.0
2.573750624386885,0.14294999413321796,1.0
1.8022967322519978,-0.5249799472642149,0.0
3.080566670163388,0.5987808571710633,1.0
3.4596021722688186,0.8495709016298729,1.0
2.9112160252031036,0.3083330202993453,1.0
2.7680274775021085,0.31360961494425776,1.0
1.9902669718143025,-0.3326672921889027,0.0
2.919068048219003,0.02105842722270901,1.0
3.058395198741703,0.6386654729587109,1.0
2.432393189311542,0.1072715651869689,1.0
1.148842079591691,-0.7999479488972818,0.0
2.7789325637345708,0.07917887698063542,1.0
1.5022190547855563,-0.8264890787532562,0.0
1.4473834793517708,-0.2994303038388362,0.0
3.303273852574974,0.8972700527630977,1.0
2.0496125650498582,-0.11537930073962888,0.0
3.580666721241936,0.8062906683023814,1.0
2.126751164138091,-0.05517275116014275,0.0
1.8341279264670491,-0.21103474470031958,0.0
