"Y","D","X","Z","W1","W2","X_centrada"
18.8069384309571,0,17.4925601342693,0,1,0.196251989173577,-32.5074398657307
28.0755238521408,0,39.9509595008567,0,2,0.0114603181287005,-10.0490404991433
21.7708125081488,0,24.3884080788121,0,3,0.0596868789985585,-25.6115919211879
39.3931594070012,0,70.2554398681968,1,3,0.386885877208456,20.2554398681968
33.7779445339294,0,29.186481423676,0,8,0.12199443725029,-20.813518576324
24.2288942405961,0,30.6856894632801,0,2,0.216989651849005,-19.3143105367199
45.9906723871739,1,77.8242448111996,1,1,0.206348288833786,27.8242448111996
27.8013619904318,0,38.118580635637,0,2,0.365331898651786,-11.881419364363
51.0513067029646,1,96.7994279460981,1,2,0.387210011453602,46.7994279460981
51.387506143603,1,91.372860618867,1,1,0.1711591816587,41.372860618867
46.9156034367802,1,77.4612435605377,1,4,0.223921341924407,27.4612435605377
41.6783486119321,1,57.8720330027863,1,4,0.247964054510068,7.87203300278634
17.7183643934578,0,13.8965441612527,0,0,0.164983337823046,-36.1034558387473
47.7529567982306,1,69.1288160393015,1,4,0.275624342930891,19.1288160393015
28.8527848814641,0,26.4495562762022,0,6,0.385121161018883,-23.5504437237978
34.6503701233232,1,42.7544197998941,0,4,0.3373748053695,-7.24558020010591
14.2103323643294,0,5.66016980446875,0,2,0.28369636036633,-44.3398301955312
43.8546802682792,1,58.2066897302866,1,4,0.0800976292861754,8.2066897302866
22.2252899116898,0,22.6691276300699,0,3,0.266955131307261,-27.3308723699301
45.4570316451012,1,71.9993905862793,1,1,0.40450585263389,21.9993905862793
13.09626639356,0,7.96040778513998,0,1,0.252265502950409,-42.03959221486
51.0648880578035,1,89.3885328900069,1,1,0.243596405494299,39.3885328900069
23.5647482591897,0,30.053848028183,0,1,0.103255249367592,-19.946151971817
52.2299584222164,1,98.5271638724953,1,3,0.11388935762574,48.5271638724953
43.4243117147876,1,71.6932959156111,1,2,0.402634447062508,21.6932959156111
39.4541499085562,1,60.7847323641181,1,2,0.464488291003575,10.7847323641181
57.0664631164088,1,89.2235521227121,1,4,0.0914453761742884,39.2235521227121
49.0816698531683,1,84.4390962738544,1,2,0.159377832232454,34.4390962738544
29.5360778468705,0,43.0979204364121,0,2,0.0161067851437952,-6.9020795635879
51.5136658475152,1,81.244975537993,1,3,0.202601493476245,31.244975537993
16.7745601249351,0,10.0692445645109,0,1,0.0424126967344327,-39.9307554354891
42.9234618062234,1,68.4407579014078,1,2,0.211239377579651,18.4407579014078
54.6207385172846,1,84.9410113878548,1,4,0.311441172480865,34.9410113878548
19.1071773870743,0,17.4605356762186,0,2,0.259052029205343,-32.5394643237814
43.449349878535,1,53.2946615712717,1,4,0.0518806298474891,3.29466157127172
22.4654417168214,0,31.7412884905934,0,2,0.596122920898655,-18.2587115094066
38.5095066873352,1,52.7826798846945,1,2,0.237384295869533,2.78267988469452
55.1087407476262,1,88.3410724345595,1,5,0.216003799927797,38.3410724345595
56.9637665306273,1,98.6652093008161,1,2,0.339868609689459,48.6652093008161
24.7962936058714,0,35.5967220384628,0,1,0.47158621172578,-14.4032779615372
52.8164070764651,1,88.3300251094624,1,3,0.210062063981803,38.3300251094624
49.2936540810066,1,79.3833479983732,1,3,0.183023609330764,29.3833479983732
42.5555574349766,1,59.0525673702359,1,4,0.16498754291687,9.05256737023592
57.8922507726137,1,94.4428778020665,1,3,0.270787522691481,44.4428778020665
40.4465234796585,1,60.2816092548892,1,3,0.225763516886269,10.2816092548892
33.1732110421663,1,31.5371700795367,0,3,0.1273357391698,-18.4628299204633
23.4353711980151,1,11.1360538518056,0,4,0.0544504990658819,-38.8639461481944
21.9711070773332,0,17.8431320702657,0,3,0.280381819027947,-32.1568679297343
54.6180097594712,1,88.3687741355971,1,2,0.181707045790678,38.3687741355971
54.5493819374931,1,88.7898275861517,1,5,0.42670724013981,38.7898275861517
56.2644414395589,1,92.9054602747783,1,3,0.35227437274148,42.9054602747783
48.7800966996145,1,88.8623281382024,1,0,0.0798592361154382,38.8623281382024
20.4913837132853,0,10.5085493298247,0,5,0.248080644773261,-39.4914506701753
55.4865688789902,1,94.9349558213726,1,5,0.268145903982464,44.9349558213726
38.5992926987173,1,61.3699186127633,1,1,0.0902938800157944,11.3699186127633
30.9059026398262,0,35.6565789785236,0,1,0.42781715609827,-14.3434210214764
37.2342375999031,0,59.4156990526244,1,2,0.263037356910299,9.4156990526244
48.7429813015737,1,82.9056128393859,1,4,0.127586336293937,32.9056128393859
46.5702172029843,1,74.7305484721437,1,4,0.274980597269884,24.7305484721437
39.7984435653297,1,47.4132325965911,0,4,0.183227970739821,-2.58676740340889
52.8127767894258,1,97.4003168521449,1,2,0.0981468530339541,47.4003168521449
35.4711962620141,0,56.4428948564455,1,3,0.277659538278918,6.44289485644549
53.7563458488967,1,89.0224335948005,1,4,0.443272113906381,39.0224335948005
26.7680992969604,0,29.9202696420252,0,3,0.140067499606487,-20.0797303579748
30.8472290719829,0,45.1703764963895,0,3,0.0590974740121101,-4.82962350361049
29.9147956180973,1,29.9435667693615,0,3,0.383329362948643,-20.0564332306385
46.9890373256396,1,70.7026162184775,1,2,0.061287369075709,20.7026162184775
57.2776550216672,1,95.4367194557562,1,2,0.184027714346602,45.4367194557562
48.2439648182253,1,76.3358153635636,1,2,0.323932881196664,26.3358153635636
49.4790630828754,1,88.5839801514521,1,2,0.244135762295675,38.5839801514521
21.5689972520288,0,22.3573870258406,0,3,0.0472108972922416,-27.6426129741594
41.3366983164657,1,69.0050287172198,1,3,0.234320701360264,19.0050287172198
42.6502435528437,1,73.1102665653452,1,2,0.450351814547538,23.1102665653452
20.905560501847,0,30.3426633123308,0,1,0.448854287484921,-19.6573366876692
50.8772844537115,1,71.1376107297838,1,7,0.205642739620495,21.1376107297838
21.1290383671029,1,6.305295904167,0,2,0.383107846303115,-43.694704095833
42.1271499381383,1,59.6345047699288,1,3,0.237636885087575,9.63450476992875
42.454160103045,1,55.0734697608277,1,4,0.278423792709939,5.07346976082772
38.1674126865847,1,48.7309060525149,0,4,0.143098000652619,-1.26909394748509
24.959939956856,0,43.3542458573356,0,3,0.295200031838693,-6.64575414266437
48.5314853804844,1,74.61014802102,1,2,0.607893995636739,24.61014802102
34.081431945137,1,25.8481887169182,0,6,0.084913994834487,-24.1518112830818
25.7444994655142,1,30.8642196003348,0,1,0.0874192713583991,-19.1357803996652
41.5061916970681,1,50.5408592987806,1,5,0.193847781182627,0.54085929878056
30.6714720075766,0,39.5790071226656,0,4,0.366113298838466,-10.4209928773344
32.5745500498569,0,43.5777467908338,0,3,0.180649825663174,-6.42225320916623
46.3400389827453,1,68.8164714723825,1,3,0.303472791682952,18.8164714723825
38.8372896674375,1,61.5371921565384,1,2,0.323655543769678,11.5371921565384
32.4538614992867,0,48.5348571557552,0,3,0.365411446191234,-1.46514284424484
37.9230093576717,0,52.9135296586901,1,7,0.338066949128742,2.91352965869009
41.6838877552872,1,76.6477932455018,1,2,0.182555371071568,26.6477932455018
34.6145908534973,0,50.0829128548503,1,6,0.0493701579605113,0.0829128548502922
50.8811709980568,1,78.1482454156503,1,4,0.188734494937141,28.1482454156503
12.5789619320798,0,2.74947562720627,0,4,0.056533727226967,-47.2505243727937
53.066727417764,1,99.7179752215743,1,1,0.0849029012775716,49.7179752215743
23.2645324293633,0,11.6734538925812,0,6,0.0390432376014988,-38.3265461074188
49.7426441707162,1,75.5147103918716,1,4,0.417238904566358,25.5147103918716
40.5494966829945,1,61.3365814788267,1,4,0.360914731432599,11.3365814788267
48.5763568888828,1,76.7988082719967,1,3,0.521674936855227,26.7988082719967
23.8143123612152,1,33.1336829811335,0,0,0.287218944449388,-16.8663170188665
21.6622248600927,1,12.468494544737,0,1,0.2700022091388,-37.531505455263
36.0991709849339,1,43.26478515286,0,3,0.245316662085387,-6.73521484714001
